S.no,vegetableName,price,imageProperties_vegetableHeight,imageProperties_vegetableWidth,imageProperties_vegetableTop,units,id,shopingMallPrice,retailPrice,table_imageUrl,table_imageSize,table_heightRatio,date
3820,Ivy Gourd,30,64,96,3007,1kg,ivyGourd,36 - 50,35 - 38,resource/images/vegetables/ivyGourd-64.png,1,0.66,4/6/2022
3821,Lemon (Lime),39,64,72,3071,1kg,lemon,47 - 64,45 - 50,resource/images/vegetables/lemon-64.png,1,0.88,4/6/2022
3822,Mango Raw,49,64,73,3210,1kg,mangoRaw,59 - 81,56 - 62,resource/images/vegetables/mangoRaw-64.png,1,0.87,4/6/2022
3823,Mint Leaves,7,64,101,3274,1kg,mintLeaves,12-Aug,9-Aug,resource/images/vegetables/mintLeaves-64.png,1,0.72,4/6/2022
3824,Mushroom,84,83,64,3338,1kg,mushroom,101 - 139,97 - 107,resource/images/vegetables/mushroom-64.png,0.8,1.29,4/6/2022
3825,Mustard Leaves,20,88,64,3421,1kg,mustardLeaves,24 - 33,23 - 25,resource/images/vegetables/mustardLeaves-64.png,0.8,1.35,4/6/2022
3826,Ladies Finger,18,92,64,3509,1kg,ladiesFinger,22 - 30,21 - 23,resource/images/vegetables/ladiesFinger-64.png,0.8,1.43,4/6/2022
3827,Pumpkin,26,64,65,3601,1kg,pumpkin,31 - 43,30 - 33,resource/images/vegetables/pumpkin-64.png,1,0.98,4/6/2022
3828,Radish,19,88,64,3665,1kg,radish,23 - 31,22 - 24,resource/images/vegetables/radish-64.png,0.9,1.37,4/6/2022
3829,Ridge Gourd,29,64,138,3753,1kg,ridgeGourd,35 - 48,33 - 37,resource/images/vegetables/ridgeGourd-64.png,1.2,0.47,4/6/2022
3830,Shallot (Pearl Onion),30,68,64,3817,1kg,shallot,36 - 50,35 - 38,resource/images/vegetables/shallot-64.png,1,1.06,4/6/2022
3831,Snake Gourd,20,64,139,3885,1kg,snakeGourd,24 - 33,23 - 25,resource/images/vegetables/snakeGourd-64.png,1.2,0.46,4/6/2022
3832,Sorrel Leaves,13,64,79,3949,1kg,sorrelLeaves,16 - 21,15 - 17,resource/images/vegetables/sorrelLeaves-64.png,1,0.82,4/6/2022
3833,Spinach,15,69,64,4013,1kg,spinach,18 - 25,17 - 19,resource/images/vegetables/spinach-64.png,1,1.07,4/6/2022
3834,Sweet Potato,44,64,103,4082,1kg,sweetPotato,53 - 73,51 - 56,resource/images/vegetables/sweetPotato-64.png,1,0.62,4/6/2022
3835,Onion Big,19,64,64,0,1kg,onionBig,23 - 31,22 - 24,resource/images/vegetables/onionBig-64.png,1,1,4/7/2022
3836,Onion Small,33,60,64,64,1kg,onionSmall,40 - 54,38 - 42,resource/images/vegetables/onionSmall-64.png,1,0.94,4/7/2022
3837,Tomato,14,50,64,124,1kg,tomato,17 - 23,16 - 18,resource/images/vegetables/tomato-64.png,1.2,0.77,4/7/2022
3838,Green Chilli,44,69,64,174,1kg,greenChili,53 - 73,51 - 56,resource/images/vegetables/greenChili-64.png,1,1.08,4/7/2022
3839,Beetroot,20,93,64,243,1kg,beetroot,24 - 33,23 - 25,resource/images/vegetables/beetroot-64.png,0.8,1.43,4/7/2022
3840,Potato,23,64,90,400,1kg,potato,28 - 38,26 - 29,resource/images/vegetables/potato-64.png,1,0.72,4/7/2022
3841,Raw Banana (Plantain),7,64,97,336,1kg,plantain,12-Aug,9-Aug,resource/images/vegetables/plantain-64.png,1.2,0.66,4/7/2022
3842,Amaranth Leaves,17,64,78,613,1kg,amaranthLeaves,20 - 28,20 - 22,resource/images/vegetables/amaranthLeaves-64.png,1,0.82,4/7/2022
3843,Amla,50,64,88,677,1kg,amla,60 - 83,58 - 64,resource/images/vegetables/amla-64.png,1.2,0.72,4/7/2022
3844,Ash gourd,20,64,109,741,1kg,ashGourd,24 - 33,23 - 25,resource/images/vegetables/ashGourd-64.png,1,0.59,4/7/2022
3845,Baby Corn,48,64,100,805,1kg,babyCorn,58 - 79,55 - 61,resource/images/vegetables/babyCorn-64.png,1,0.64,4/7/2022
3846,Banana Flower,18,64,107,869,1kg,bananaFlower,22 - 30,21 - 23,resource/images/vegetables/bananaFlower-64.png,1.2,0.61,4/7/2022
3847,Capsicum,30,81,64,933,1kg,capsicum,36 - 50,35 - 38,resource/images/vegetables/capsicum-64.png,0.8,1.26,4/7/2022
3848,Bitter Gourd,24,64,87,1101,1kg,bitterGourd,29 - 40,28 - 30,resource/images/vegetables/bitterGourd-64.png,1.2,0.75,4/7/2022
3849,Bottle Gourd,18,64,64,1165,1kg,bottleGourd,22 - 30,21 - 23,resource/images/vegetables/bottleGourd-64.png,1.2,1,4/7/2022
3850,Butter Beans,47,64,82,1229,1kg,butterBeans,56 - 78,54 - 60,resource/images/vegetables/butterBeans-64.png,1.1,0.8,4/7/2022
3851,Broad Beans,27,64,96,1293,1kg,broadBeans,32 - 45,31 - 34,resource/images/vegetables/broadBeans-64.png,1.2,0.66,4/7/2022
3852,Cabbage,22,64,70,1357,1kg,cabbage,26 - 36,25 - 28,resource/images/vegetables/cabbage-64.png,1,0.92,4/7/2022
3853,Carrot,27,85,64,464,1kg,carrot,32 - 45,31 - 34,resource/images/vegetables/carrot-64.png,1,1.28,4/7/2022
3854,Cauliflower,24,64,71,1421,1kg,cauliflower,29 - 40,28 - 30,resource/images/vegetables/cauliflower-64.png,1,0.92,4/7/2022
3855,Cluster beans,35,64,85,1485,1kg,clusterBeans,42 - 58,40 - 44,resource/images/vegetables/clusterBeans-64.png,1,0.77,4/7/2022
3856,Coconut,27,64,77,1549,1kg,coconut,32 - 45,31 - 34,resource/images/vegetables/coconut-64.png,1,0.85,4/7/2022
3857,Colocasia Leaves,15,64,79,1613,1kg,colocasiaLeaves,18 - 25,17 - 19,resource/images/vegetables/colocasiaLeaves-64.png,1,0.85,4/7/2022
3858,Colocasia,24,64,96,1677,1kg,colocasia,29 - 40,28 - 30,resource/images/vegetables/colocasia-64.png,1,0.66,4/7/2022
3859,Coriander Leaves,11,64,56,1741,1kg,corianderLeaves,13 - 18,13 - 14,resource/images/vegetables/corianderLeaves-64.png,1,1.12,4/7/2022
3860,Corn,27,111,64,1805,1kg,corn,32 - 45,31 - 34,resource/images/vegetables/corn-64.png,0.8,1.7,4/7/2022
3861,Cucumber,15,64,92,1916,1kg,cucumber,18 - 25,17 - 19,resource/images/vegetables/cucumber-64.png,1,0.7,4/7/2022
3862,Curry Leaves,40,81,64,1980,1kg,curryLeaves,48 - 66,46 - 51,resource/images/vegetables/curryLeaves-64.png,1,1.26,4/7/2022
3863,Dill Leaves,13,77,64,2061,1kg,dillLeaves,16 - 21,15 - 17,resource/images/vegetables/dillLeaves-64.png,1,1.16,4/7/2022
3864,Drumsticks,50,64,87,2138,1kg,drumsticks,60 - 83,58 - 64,resource/images/vegetables/drumsticks-64.png,1,0.74,4/7/2022
3865,Brinjal,22,86,64,2202,1kg,brinjal,26 - 36,25 - 28,resource/images/vegetables/brinjal-64.png,1,1.31,4/7/2022
3866,Brinjal (Big),23,71,64,2288,1kg,brinjalBig,28 - 38,26 - 29,resource/images/vegetables/brinjalBig-64.png,1,1.13,4/7/2022
3867,Elephant Yam,25,64,86,2423,1kg,elephantYam,30 - 41,29 - 32,resource/images/vegetables/elephantYam-64.png,1,0.75,4/7/2022
3868,Fenugreek Leaves,14,64,91,2551,1kg,fenugreekLeaves,17 - 23,16 - 18,resource/images/vegetables/fenugreekLeaves-64.png,1,0.71,4/7/2022
3869,French Beans,27,64,97,2615,1kg,frenchBeans,32 - 45,31 - 34,resource/images/vegetables/frenchBeans-64.png,1,0.67,4/7/2022
3870,Garlic,63,68,64,2679,1kg,garlic,76 - 104,72 - 80,resource/images/vegetables/garlic-64.png,1,1.04,4/7/2022
3871,Ginger,38,64,71,549,1kg,ginger,46 - 63,44 - 48,resource/images/vegetables/ginger-64.png,1,0.92,4/7/2022
3872,Onion Green,40,64,104,2815,1kg,onionGreen,48 - 66,46 - 51,resource/images/vegetables/onionGreen-64.png,1,0.62,4/7/2022
3873,Green Peas,49,64,84,2943,1kg,greenPeas,59 - 81,56 - 62,resource/images/vegetables/greenPeas-64.png,1,0.77,4/7/2022
3874,Ivy Gourd,26,64,96,3007,1kg,ivyGourd,31 - 43,30 - 33,resource/images/vegetables/ivyGourd-64.png,1,0.66,4/7/2022
3875,Lemon (Lime),37,64,72,3071,1kg,lemon,44 - 61,43 - 47,resource/images/vegetables/lemon-64.png,1,0.88,4/7/2022
3876,Mango Raw,58,64,73,3210,1kg,mangoRaw,70 - 96,67 - 74,resource/images/vegetables/mangoRaw-64.png,1,0.87,4/7/2022
3877,Mint Leaves,6,64,101,3274,1kg,mintLeaves,10-Jul,8-Jul,resource/images/vegetables/mintLeaves-64.png,1,0.72,4/7/2022
3878,Mushroom,73,83,64,3338,1kg,mushroom,88 - 120,84 - 93,resource/images/vegetables/mushroom-64.png,0.8,1.29,4/7/2022
3879,Mustard Leaves,19,88,64,3421,1kg,mustardLeaves,23 - 31,22 - 24,resource/images/vegetables/mustardLeaves-64.png,0.8,1.35,4/7/2022
3880,Ladies Finger,18,92,64,3509,1kg,ladiesFinger,22 - 30,21 - 23,resource/images/vegetables/ladiesFinger-64.png,0.8,1.43,4/7/2022
3881,Pumpkin,26,64,65,3601,1kg,pumpkin,31 - 43,30 - 33,resource/images/vegetables/pumpkin-64.png,1,0.98,4/7/2022
3882,Radish,22,88,64,3665,1kg,radish,26 - 36,25 - 28,resource/images/vegetables/radish-64.png,0.9,1.37,4/7/2022
3883,Ridge Gourd,22,64,138,3753,1kg,ridgeGourd,26 - 36,25 - 28,resource/images/vegetables/ridgeGourd-64.png,1.2,0.47,4/7/2022
3884,Shallot (Pearl Onion),34,68,64,3817,1kg,shallot,41 - 56,39 - 43,resource/images/vegetables/shallot-64.png,1,1.06,4/7/2022
3885,Snake Gourd,17,64,139,3885,1kg,snakeGourd,20 - 28,20 - 22,resource/images/vegetables/snakeGourd-64.png,1.2,0.46,4/7/2022
3886,Sorrel Leaves,13,64,79,3949,1kg,sorrelLeaves,16 - 21,15 - 17,resource/images/vegetables/sorrelLeaves-64.png,1,0.82,4/7/2022
3887,Spinach,12,69,64,4013,1kg,spinach,14 - 20,14 - 15,resource/images/vegetables/spinach-64.png,1,1.07,4/7/2022
3888,Sweet Potato,41,64,103,4082,1kg,sweetPotato,49 - 68,47 - 52,resource/images/vegetables/sweetPotato-64.png,1,0.62,4/7/2022
3889,Onion Big,19,64,64,0,1kg,onionBig,23 - 31,22 - 24,resource/images/vegetables/onionBig-64.png,1,1,4/8/2022
3890,Onion Small,33,60,64,64,1kg,onionSmall,40 - 54,38 - 42,resource/images/vegetables/onionSmall-64.png,1,0.94,4/8/2022
3891,Tomato,14,50,64,124,1kg,tomato,17 - 23,16 - 18,resource/images/vegetables/tomato-64.png,1.2,0.77,4/8/2022
3892,Green Chilli,44,69,64,174,1kg,greenChili,53 - 73,51 - 56,resource/images/vegetables/greenChili-64.png,1,1.08,4/8/2022
3893,Beetroot,20,93,64,243,1kg,beetroot,24 - 33,23 - 25,resource/images/vegetables/beetroot-64.png,0.8,1.43,4/8/2022
3894,Potato,23,64,90,400,1kg,potato,28 - 38,26 - 29,resource/images/vegetables/potato-64.png,1,0.72,4/8/2022
3895,Raw Banana (Plantain),7,64,97,336,1kg,plantain,12-Aug,9-Aug,resource/images/vegetables/plantain-64.png,1.2,0.66,4/8/2022
3896,Amaranth Leaves,17,64,78,613,1kg,amaranthLeaves,20 - 28,20 - 22,resource/images/vegetables/amaranthLeaves-64.png,1,0.82,4/8/2022
3897,Amla,50,64,88,677,1kg,amla,60 - 83,58 - 64,resource/images/vegetables/amla-64.png,1.2,0.72,4/8/2022
3898,Ash gourd,20,64,109,741,1kg,ashGourd,24 - 33,23 - 25,resource/images/vegetables/ashGourd-64.png,1,0.59,4/8/2022
3899,Baby Corn,48,64,100,805,1kg,babyCorn,58 - 79,55 - 61,resource/images/vegetables/babyCorn-64.png,1,0.64,4/8/2022
3900,Banana Flower,18,64,107,869,1kg,bananaFlower,22 - 30,21 - 23,resource/images/vegetables/bananaFlower-64.png,1.2,0.61,4/8/2022
3901,Capsicum,30,81,64,933,1kg,capsicum,36 - 50,35 - 38,resource/images/vegetables/capsicum-64.png,0.8,1.26,4/8/2022
3902,Bitter Gourd,24,64,87,1101,1kg,bitterGourd,29 - 40,28 - 30,resource/images/vegetables/bitterGourd-64.png,1.2,0.75,4/8/2022
3903,Bottle Gourd,18,64,64,1165,1kg,bottleGourd,22 - 30,21 - 23,resource/images/vegetables/bottleGourd-64.png,1.2,1,4/8/2022
3904,Butter Beans,47,64,82,1229,1kg,butterBeans,56 - 78,54 - 60,resource/images/vegetables/butterBeans-64.png,1.1,0.8,4/8/2022
3905,Broad Beans,27,64,96,1293,1kg,broadBeans,32 - 45,31 - 34,resource/images/vegetables/broadBeans-64.png,1.2,0.66,4/8/2022
3906,Cabbage,22,64,70,1357,1kg,cabbage,26 - 36,25 - 28,resource/images/vegetables/cabbage-64.png,1,0.92,4/8/2022
3907,Carrot,27,85,64,464,1kg,carrot,32 - 45,31 - 34,resource/images/vegetables/carrot-64.png,1,1.28,4/8/2022
3908,Cauliflower,24,64,71,1421,1kg,cauliflower,29 - 40,28 - 30,resource/images/vegetables/cauliflower-64.png,1,0.92,4/8/2022
3909,Cluster beans,35,64,85,1485,1kg,clusterBeans,42 - 58,40 - 44,resource/images/vegetables/clusterBeans-64.png,1,0.77,4/8/2022
3910,Coconut,27,64,77,1549,1kg,coconut,32 - 45,31 - 34,resource/images/vegetables/coconut-64.png,1,0.85,4/8/2022
3911,Colocasia Leaves,15,64,79,1613,1kg,colocasiaLeaves,18 - 25,17 - 19,resource/images/vegetables/colocasiaLeaves-64.png,1,0.85,4/8/2022
3912,Colocasia,24,64,96,1677,1kg,colocasia,29 - 40,28 - 30,resource/images/vegetables/colocasia-64.png,1,0.66,4/8/2022
3913,Coriander Leaves,11,64,56,1741,1kg,corianderLeaves,13 - 18,13 - 14,resource/images/vegetables/corianderLeaves-64.png,1,1.12,4/8/2022
3914,Corn,27,111,64,1805,1kg,corn,32 - 45,31 - 34,resource/images/vegetables/corn-64.png,0.8,1.7,4/8/2022
3915,Cucumber,15,64,92,1916,1kg,cucumber,18 - 25,17 - 19,resource/images/vegetables/cucumber-64.png,1,0.7,4/8/2022
3916,Curry Leaves,40,81,64,1980,1kg,curryLeaves,48 - 66,46 - 51,resource/images/vegetables/curryLeaves-64.png,1,1.26,4/8/2022
3917,Dill Leaves,13,77,64,2061,1kg,dillLeaves,16 - 21,15 - 17,resource/images/vegetables/dillLeaves-64.png,1,1.16,4/8/2022
3918,Drumsticks,50,64,87,2138,1kg,drumsticks,60 - 83,58 - 64,resource/images/vegetables/drumsticks-64.png,1,0.74,4/8/2022
3919,Brinjal,22,86,64,2202,1kg,brinjal,26 - 36,25 - 28,resource/images/vegetables/brinjal-64.png,1,1.31,4/8/2022
3920,Brinjal (Big),23,71,64,2288,1kg,brinjalBig,28 - 38,26 - 29,resource/images/vegetables/brinjalBig-64.png,1,1.13,4/8/2022
3921,Elephant Yam,25,64,86,2423,1kg,elephantYam,30 - 41,29 - 32,resource/images/vegetables/elephantYam-64.png,1,0.75,4/8/2022
3922,Fenugreek Leaves,14,64,91,2551,1kg,fenugreekLeaves,17 - 23,16 - 18,resource/images/vegetables/fenugreekLeaves-64.png,1,0.71,4/8/2022
3923,French Beans,27,64,97,2615,1kg,frenchBeans,32 - 45,31 - 34,resource/images/vegetables/frenchBeans-64.png,1,0.67,4/8/2022
3924,Garlic,63,68,64,2679,1kg,garlic,76 - 104,72 - 80,resource/images/vegetables/garlic-64.png,1,1.04,4/8/2022
3925,Ginger,38,64,71,549,1kg,ginger,46 - 63,44 - 48,resource/images/vegetables/ginger-64.png,1,0.92,4/8/2022
3926,Onion Green,40,64,104,2815,1kg,onionGreen,48 - 66,46 - 51,resource/images/vegetables/onionGreen-64.png,1,0.62,4/8/2022
3927,Green Peas,49,64,84,2943,1kg,greenPeas,59 - 81,56 - 62,resource/images/vegetables/greenPeas-64.png,1,0.77,4/8/2022
3928,Ivy Gourd,26,64,96,3007,1kg,ivyGourd,31 - 43,30 - 33,resource/images/vegetables/ivyGourd-64.png,1,0.66,4/8/2022
3929,Lemon (Lime),37,64,72,3071,1kg,lemon,44 - 61,43 - 47,resource/images/vegetables/lemon-64.png,1,0.88,4/8/2022
3930,Mango Raw,58,64,73,3210,1kg,mangoRaw,70 - 96,67 - 74,resource/images/vegetables/mangoRaw-64.png,1,0.87,4/8/2022
3931,Mint Leaves,6,64,101,3274,1kg,mintLeaves,10-Jul,8-Jul,resource/images/vegetables/mintLeaves-64.png,1,0.72,4/8/2022
3932,Mushroom,73,83,64,3338,1kg,mushroom,88 - 120,84 - 93,resource/images/vegetables/mushroom-64.png,0.8,1.29,4/8/2022
3933,Mustard Leaves,19,88,64,3421,1kg,mustardLeaves,23 - 31,22 - 24,resource/images/vegetables/mustardLeaves-64.png,0.8,1.35,4/8/2022
3934,Ladies Finger,18,92,64,3509,1kg,ladiesFinger,22 - 30,21 - 23,resource/images/vegetables/ladiesFinger-64.png,0.8,1.43,4/8/2022
3935,Pumpkin,26,64,65,3601,1kg,pumpkin,31 - 43,30 - 33,resource/images/vegetables/pumpkin-64.png,1,0.98,4/8/2022
3936,Radish,22,88,64,3665,1kg,radish,26 - 36,25 - 28,resource/images/vegetables/radish-64.png,0.9,1.37,4/8/2022
3937,Ridge Gourd,22,64,138,3753,1kg,ridgeGourd,26 - 36,25 - 28,resource/images/vegetables/ridgeGourd-64.png,1.2,0.47,4/8/2022
3938,Shallot (Pearl Onion),34,68,64,3817,1kg,shallot,41 - 56,39 - 43,resource/images/vegetables/shallot-64.png,1,1.06,4/8/2022
3939,Snake Gourd,17,64,139,3885,1kg,snakeGourd,20 - 28,20 - 22,resource/images/vegetables/snakeGourd-64.png,1.2,0.46,4/8/2022
3940,Sorrel Leaves,13,64,79,3949,1kg,sorrelLeaves,16 - 21,15 - 17,resource/images/vegetables/sorrelLeaves-64.png,1,0.82,4/8/2022
3941,Spinach,12,69,64,4013,1kg,spinach,14 - 20,14 - 15,resource/images/vegetables/spinach-64.png,1,1.07,4/8/2022
3942,Sweet Potato,41,64,103,4082,1kg,sweetPotato,49 - 68,47 - 52,resource/images/vegetables/sweetPotato-64.png,1,0.62,4/8/2022
3943,Onion Big,19,64,64,0,1kg,onionBig,23 - 31,22 - 24,resource/images/vegetables/onionBig-64.png,1,1,4/9/2022
3944,Onion Small,33,60,64,64,1kg,onionSmall,40 - 54,38 - 42,resource/images/vegetables/onionSmall-64.png,1,0.94,4/9/2022
3945,Tomato,14,50,64,124,1kg,tomato,17 - 23,16 - 18,resource/images/vegetables/tomato-64.png,1.2,0.77,4/9/2022
3946,Green Chilli,44,69,64,174,1kg,greenChili,53 - 73,51 - 56,resource/images/vegetables/greenChili-64.png,1,1.08,4/9/2022
3947,Beetroot,20,93,64,243,1kg,beetroot,24 - 33,23 - 25,resource/images/vegetables/beetroot-64.png,0.8,1.43,4/9/2022
3948,Potato,23,64,90,400,1kg,potato,28 - 38,26 - 29,resource/images/vegetables/potato-64.png,1,0.72,4/9/2022
3949,Raw Banana (Plantain),7,64,97,336,1kg,plantain,12-Aug,9-Aug,resource/images/vegetables/plantain-64.png,1.2,0.66,4/9/2022
3950,Amaranth Leaves,17,64,78,613,1kg,amaranthLeaves,20 - 28,20 - 22,resource/images/vegetables/amaranthLeaves-64.png,1,0.82,4/9/2022
3951,Amla,50,64,88,677,1kg,amla,60 - 83,58 - 64,resource/images/vegetables/amla-64.png,1.2,0.72,4/9/2022
3952,Ash gourd,20,64,109,741,1kg,ashGourd,24 - 33,23 - 25,resource/images/vegetables/ashGourd-64.png,1,0.59,4/9/2022
3953,Baby Corn,48,64,100,805,1kg,babyCorn,58 - 79,55 - 61,resource/images/vegetables/babyCorn-64.png,1,0.64,4/9/2022
3954,Banana Flower,18,64,107,869,1kg,bananaFlower,22 - 30,21 - 23,resource/images/vegetables/bananaFlower-64.png,1.2,0.61,4/9/2022
3955,Capsicum,30,81,64,933,1kg,capsicum,36 - 50,35 - 38,resource/images/vegetables/capsicum-64.png,0.8,1.26,4/9/2022
3956,Bitter Gourd,24,64,87,1101,1kg,bitterGourd,29 - 40,28 - 30,resource/images/vegetables/bitterGourd-64.png,1.2,0.75,4/9/2022
3957,Bottle Gourd,18,64,64,1165,1kg,bottleGourd,22 - 30,21 - 23,resource/images/vegetables/bottleGourd-64.png,1.2,1,4/9/2022
3958,Butter Beans,47,64,82,1229,1kg,butterBeans,56 - 78,54 - 60,resource/images/vegetables/butterBeans-64.png,1.1,0.8,4/9/2022
3959,Broad Beans,27,64,96,1293,1kg,broadBeans,32 - 45,31 - 34,resource/images/vegetables/broadBeans-64.png,1.2,0.66,4/9/2022
3960,Cabbage,22,64,70,1357,1kg,cabbage,26 - 36,25 - 28,resource/images/vegetables/cabbage-64.png,1,0.92,4/9/2022
3961,Carrot,27,85,64,464,1kg,carrot,32 - 45,31 - 34,resource/images/vegetables/carrot-64.png,1,1.28,4/9/2022
3962,Cauliflower,24,64,71,1421,1kg,cauliflower,29 - 40,28 - 30,resource/images/vegetables/cauliflower-64.png,1,0.92,4/9/2022
3963,Cluster beans,35,64,85,1485,1kg,clusterBeans,42 - 58,40 - 44,resource/images/vegetables/clusterBeans-64.png,1,0.77,4/9/2022
3964,Coconut,27,64,77,1549,1kg,coconut,32 - 45,31 - 34,resource/images/vegetables/coconut-64.png,1,0.85,4/9/2022
3965,Colocasia Leaves,15,64,79,1613,1kg,colocasiaLeaves,18 - 25,17 - 19,resource/images/vegetables/colocasiaLeaves-64.png,1,0.85,4/9/2022
3966,Colocasia,24,64,96,1677,1kg,colocasia,29 - 40,28 - 30,resource/images/vegetables/colocasia-64.png,1,0.66,4/9/2022
3967,Coriander Leaves,11,64,56,1741,1kg,corianderLeaves,13 - 18,13 - 14,resource/images/vegetables/corianderLeaves-64.png,1,1.12,4/9/2022
3968,Corn,27,111,64,1805,1kg,corn,32 - 45,31 - 34,resource/images/vegetables/corn-64.png,0.8,1.7,4/9/2022
3969,Cucumber,15,64,92,1916,1kg,cucumber,18 - 25,17 - 19,resource/images/vegetables/cucumber-64.png,1,0.7,4/9/2022
3970,Curry Leaves,40,81,64,1980,1kg,curryLeaves,48 - 66,46 - 51,resource/images/vegetables/curryLeaves-64.png,1,1.26,4/9/2022
3971,Dill Leaves,13,77,64,2061,1kg,dillLeaves,16 - 21,15 - 17,resource/images/vegetables/dillLeaves-64.png,1,1.16,4/9/2022
3972,Drumsticks,50,64,87,2138,1kg,drumsticks,60 - 83,58 - 64,resource/images/vegetables/drumsticks-64.png,1,0.74,4/9/2022
3973,Brinjal,22,86,64,2202,1kg,brinjal,26 - 36,25 - 28,resource/images/vegetables/brinjal-64.png,1,1.31,4/9/2022
3974,Brinjal (Big),23,71,64,2288,1kg,brinjalBig,28 - 38,26 - 29,resource/images/vegetables/brinjalBig-64.png,1,1.13,4/9/2022
3975,Elephant Yam,25,64,86,2423,1kg,elephantYam,30 - 41,29 - 32,resource/images/vegetables/elephantYam-64.png,1,0.75,4/9/2022
3976,Fenugreek Leaves,14,64,91,2551,1kg,fenugreekLeaves,17 - 23,16 - 18,resource/images/vegetables/fenugreekLeaves-64.png,1,0.71,4/9/2022
3977,French Beans,27,64,97,2615,1kg,frenchBeans,32 - 45,31 - 34,resource/images/vegetables/frenchBeans-64.png,1,0.67,4/9/2022
3978,Garlic,63,68,64,2679,1kg,garlic,76 - 104,72 - 80,resource/images/vegetables/garlic-64.png,1,1.04,4/9/2022
3979,Ginger,38,64,71,549,1kg,ginger,46 - 63,44 - 48,resource/images/vegetables/ginger-64.png,1,0.92,4/9/2022
3980,Onion Green,40,64,104,2815,1kg,onionGreen,48 - 66,46 - 51,resource/images/vegetables/onionGreen-64.png,1,0.62,4/9/2022
3981,Green Peas,49,64,84,2943,1kg,greenPeas,59 - 81,56 - 62,resource/images/vegetables/greenPeas-64.png,1,0.77,4/9/2022
3982,Ivy Gourd,26,64,96,3007,1kg,ivyGourd,31 - 43,30 - 33,resource/images/vegetables/ivyGourd-64.png,1,0.66,4/9/2022
3983,Lemon (Lime),37,64,72,3071,1kg,lemon,44 - 61,43 - 47,resource/images/vegetables/lemon-64.png,1,0.88,4/9/2022
3984,Mango Raw,58,64,73,3210,1kg,mangoRaw,70 - 96,67 - 74,resource/images/vegetables/mangoRaw-64.png,1,0.87,4/9/2022
3985,Mint Leaves,6,64,101,3274,1kg,mintLeaves,10-Jul,8-Jul,resource/images/vegetables/mintLeaves-64.png,1,0.72,4/9/2022
3986,Mushroom,73,83,64,3338,1kg,mushroom,88 - 120,84 - 93,resource/images/vegetables/mushroom-64.png,0.8,1.29,4/9/2022
3987,Mustard Leaves,19,88,64,3421,1kg,mustardLeaves,23 - 31,22 - 24,resource/images/vegetables/mustardLeaves-64.png,0.8,1.35,4/9/2022
3988,Ladies Finger,18,92,64,3509,1kg,ladiesFinger,22 - 30,21 - 23,resource/images/vegetables/ladiesFinger-64.png,0.8,1.43,4/9/2022
3989,Pumpkin,26,64,65,3601,1kg,pumpkin,31 - 43,30 - 33,resource/images/vegetables/pumpkin-64.png,1,0.98,4/9/2022
3990,Radish,22,88,64,3665,1kg,radish,26 - 36,25 - 28,resource/images/vegetables/radish-64.png,0.9,1.37,4/9/2022
3991,Ridge Gourd,22,64,138,3753,1kg,ridgeGourd,26 - 36,25 - 28,resource/images/vegetables/ridgeGourd-64.png,1.2,0.47,4/9/2022
3992,Shallot (Pearl Onion),34,68,64,3817,1kg,shallot,41 - 56,39 - 43,resource/images/vegetables/shallot-64.png,1,1.06,4/9/2022
3993,Snake Gourd,17,64,139,3885,1kg,snakeGourd,20 - 28,20 - 22,resource/images/vegetables/snakeGourd-64.png,1.2,0.46,4/9/2022
3994,Sorrel Leaves,13,64,79,3949,1kg,sorrelLeaves,16 - 21,15 - 17,resource/images/vegetables/sorrelLeaves-64.png,1,0.82,4/9/2022
3995,Spinach,12,69,64,4013,1kg,spinach,14 - 20,14 - 15,resource/images/vegetables/spinach-64.png,1,1.07,4/9/2022
3996,Sweet Potato,41,64,103,4082,1kg,sweetPotato,49 - 68,47 - 52,resource/images/vegetables/sweetPotato-64.png,1,0.62,4/9/2022
3997,Onion Big,21,64,64,0,1kg,onionBig,25 - 35,24 - 27,resource/images/vegetables/onionBig-64.png,1,1,4/10/2022
3998,Onion Small,27,60,64,64,1kg,onionSmall,32 - 45,31 - 34,resource/images/vegetables/onionSmall-64.png,1,0.94,4/10/2022
3999,Tomato,17,50,64,124,1kg,tomato,20 - 28,20 - 22,resource/images/vegetables/tomato-64.png,1.2,0.77,4/10/2022
4000,Green Chilli,39,69,64,174,1kg,greenChili,47 - 64,45 - 50,resource/images/vegetables/greenChili-64.png,1,1.08,4/10/2022
4001,Beetroot,22,93,64,243,1kg,beetroot,26 - 36,25 - 28,resource/images/vegetables/beetroot-64.png,0.8,1.43,4/10/2022
